text,label,token_ids
get max feel exhausted crawl back upstairs find sleep another hour week try make sure workout day,0,"[456, 1973, 2733, 39019, 46764, 1203, 50007, 1505, 6212, 2500, 6596, 2046, 1456, 1304, 2771, 26308, 1938]"
somehow feel terrified though dare slow walk place catch breath billy blank jump screen yell face fierceness,4,"[15031, 5269, 2733, 53731, 3582, 33304, 6435, 4321, 2035, 2339, 11745, 293, 14722, 10321, 7940, 4264, 65413, 3663, 75727, 24639]"
sat table lunch proclaiming amazing felt considering started feel weird,5,"[37568, 2007, 16163, 66084, 287, 8056, 6612, 13126, 3940, 2733, 16682]"
two specialty law mechanical engineering say truth like better utilize knowledge psychology language rather engineering feel sure capacity needed nowadays,1,"[20375, 36974, 2383, 22936, 15009, 2019, 8206, 1093, 2731, 29166, 6677, 31018, 4221, 4856, 15009, 2733, 2771, 8824, 4460, 46877]"
feeling melancholy sad depressed ok even angry second year without oldest youngest daughter klysta passed day ago andrea chosen family,0,"[1897, 20659, 87163, 5849, 12703, 42642, 5509, 1524, 19021, 2132, 1060, 2085, 24417, 39637, 10003, 597, 398, 21127, 5946, 1938, 4227, 323, 5325, 12146, 3070]"
im feeling lonely scott work,0,"[318, 8430, 40666, 1156, 1751, 990]"
use data comparatively determine whether feeling disappointed elated inspired et cetera,0,"[817, 828, 71561, 8417, 3508, 8430, 25406, 658, 660, 14948, 1880, 272, 1430, 64]"
im wound little tightly remember paranoid feeling vividly mellow one,1,"[318, 27653, 2697, 40069, 6227, 69763, 8430, 43120, 398, 296, 5412, 832]"
ill admit pretty good designer feel like totally fake,0,"[484, 17113, 5128, 1695, 15034, 2733, 1093, 12756, 12700]"
cant help feel sympathetic towards bit geek,2,"[66363, 1520, 2733, 53464, 7119, 2766, 56739]"
feel loving one fighting anyone,2,"[57676, 21955, 832, 11039, 5606]"
feeling uncertain insecure fearful,4,"[1897, 20659, 36218, 62945, 63757]"
feel relieved ready move next series challenge life offer,1,"[57676, 51512, 5644, 3351, 1828, 4101, 8815, 2324, 3085]"
remember mum cry holding door tried break feeling terrified,4,"[30380, 39959, 16106, 10168, 6134, 6818, 1464, 8430, 53731]"
feel like kinda bitchy alot people whatever,3,"[57676, 1093, 34490, 40530, 88, 57338, 1274, 8996]"
feel like drinkin drinkin angry someone gonna die whiskey beer le paul href http farm,3,"[57676, 1093, 7172, 258, 7172, 258, 19021, 4423, 16926, 2815, 65354, 13179, 514, 68111, 1839, 1795, 8961]"
tired feeling like helpless victim stuck circumstance slowly started making change,4,"[83, 2757, 8430, 1093, 63628, 11996, 16075, 53237, 14297, 3940, 3339, 2349]"
feel envious proud time possible feel way,3,"[57676, 665, 2528, 12691, 892, 3284, 2733, 1648]"
im feeling angry think strop ruffling air inflating position exaggerating issue,3,"[318, 8430, 19021, 1781, 357, 897, 436, 80790, 3805, 4704, 1113, 2361, 39030, 1113, 4360]"
gradually morphed someone feel superior people kid complain dinner dont want eat zucchini allowed eat pop tart sugary cereal white bread breakfast,1,"[6902, 1870, 27448, 291, 4423, 2733, 16757, 1274, 10585, 29011, 14177, 15890, 1390, 8343, 1167, 86670, 5535, 8343, 2477, 45915, 31705, 661, 62233, 4251, 16385, 17954]"
feel blood pound back ear throw hurt point blank period hurt,0,"[57676, 6680, 31123, 1203, 2487, 2571, 13194, 1486, 10321, 4261, 13194]"
ive feeling disheartened young adult genre quite badly written novel one restored spirit captured heart,0,"[535, 8430, 834, 18207, 6901, 3995, 6822, 17779, 5115, 25587, 5439, 11775, 832, 28101, 9090, 17439, 4851]"
feel loving one fighting anyone pagetype item url http mimedoger,2,"[57676, 21955, 832, 11039, 5606, 15117, 16612, 1537, 2576, 1795, 28003, 291, 56540]"
feel peace relaxed anxious nervous scared,1,"[57676, 9096, 31467, 38100, 23418, 27207]"
feel glad cool mama,1,"[57676, 16089, 7155, 57264]"
ive also made sugar measurement feel like cup sweet,2,"[535, 1101, 1903, 13465, 19179, 2733, 1093, 10747, 10437]"
feel advice useful people already believe,1,"[57676, 9650, 5505, 1274, 2736, 4510]"
feel im generous statement,2,"[57676, 737, 28771, 5224]"
able look face without feeling awkward,0,"[481, 1427, 3663, 2085, 8430, 29859]"
trying feel overwhelmed everything trying make small step,5,"[85134, 2733, 43206, 4395, 4560, 1304, 2678, 3094]"
need upfront feel im valued work,1,"[17483, 65451, 2733, 737, 33647, 990]"
always feel terrible afterwards even helpless yet another thing perpetuating depression,0,"[33222, 2733, 17936, 27905, 1524, 63628, 3686, 2500, 3245, 22313, 54643, 18710]"
guess feel charming uber comfortable feel like lady,1,"[52851, 2733, 35509, 93139, 10882, 2733, 1093, 17240]"
feeling irritable cranky often,3,"[1897, 20659, 6348, 23349, 51358, 88, 3629]"
moved uni today feel homesick lonely useless part saying fuck go home get job sod degree,0,"[95918, 48986, 3432, 2733, 10632, 875, 40666, 29948, 961, 5605, 7976, 733, 2162, 636, 2683, 24905, 8547]"
didnt want aubrey feel pressured rushed baptism realized doesnt need perfect knowledge order baptized,4,"[23770, 406, 1390, 264, 392, 8233, 2733, 75451, 33341, 74927, 15393, 44204, 1205, 4832, 6677, 2015, 90225]"
also feel pain along character also feel devastated depressive pain suffer endure,0,"[19171, 2733, 6784, 3235, 3752, 1101, 2733, 59097, 84564, 6784, 7831, 46753]"
feel agitated jumpy like ate bottle caffeine pill,4,"[57676, 945, 33337, 503, 6895, 1093, 30912, 16893, 49750, 15530]"
think feeling playful lonely cuz creature living room,1,"[27963, 8430, 57169, 40666, 91915, 17661, 5496, 3130]"
wasnt sure could concerned people around feeling incredibly apprehensive turning back may well dancing cliff face,4,"[16514, 406, 2771, 1436, 11920, 1274, 2212, 8430, 17235, 47291, 4114, 13353, 1203, 1253, 1664, 29066, 44106, 3663]"
love life feel optimistic lucky,1,"[31153, 2324, 2733, 37036, 18069]"
seoul could help feel jealous,3,"[325, 11206, 1436, 1520, 2733, 41690]"
feeling little skeptical today,4,"[1897, 20659, 2697, 44929, 3432]"
cant believe feeling afraid disdain hatred instead actual nothingness laced small dash repulsion,4,"[66363, 4510, 8430, 16984, 79498, 35242, 4619, 5150, 4400, 2136, 326, 4535, 2678, 24858, 2109, 34003]"
awoke hour feeling groggy,0,"[675, 4845, 6596, 8430, 10707, 70, 4680]"
made feel like pathetic piece shit suffer mental illness multiple actually,0,"[28010, 2733, 1093, 67163, 6710, 17619, 7831, 10723, 17563, 5361, 3604]"
must say im feeling optimistic,1,"[25849, 2019, 737, 8430, 37036]"
still feel like somehow one family member horribly wronged tragic event transpired today,3,"[44466, 2733, 1093, 17354, 832, 3070, 4562, 77104, 5076, 291, 35279, 1567, 1380, 11986, 3432]"
feel bitchy today today realized couldnt count friend anymore,3,"[57676, 40530, 88, 3432, 3432, 15393, 1436, 406, 1797, 4333, 14926]"
consider roethisberger stating feel steelers offense run successful win game,1,"[25742, 938, 774, 285, 49120, 28898, 2733, 9699, 388, 17193, 1629, 6992, 3243, 1847]"
feel stay important word reminds feeling get sometimes,1,"[57676, 4822, 3062, 3492, 35710, 8430, 636, 7170]"
feel like supporting household get paid hour per week,1,"[57676, 1093, 12899, 14048, 636, 7318, 6596, 824, 2046]"
cannot deny right feeling disillusioned avon,0,"[34360, 23973, 1314, 8430, 98009, 291, 1860, 263]"
occupied feeling triumphant,1,"[41456, 8430, 92906, 28022]"
feel weird criticizing game much feel weird praising,4,"[57676, 16682, 69088, 1847, 1790, 2733, 16682, 81678]"
im feeling one calmer state past month pleasant,1,"[318, 8430, 832, 1652, 1195, 1614, 3347, 2305, 24729]"
sound really predictable usual absolutely heartrending time first lover rang one day announced found another woman never saw hurt positive true love,0,"[28632, 2216, 45207, 13783, 11112, 4851, 63094, 892, 1176, 31657, 43200, 832, 1938, 7376, 1766, 2500, 5333, 2646, 5602, 13194, 6928, 837, 3021]"
feel hopeless serious need encouragement,0,"[57676, 75323, 6129, 1205, 51475]"
feel disappointed impatient frustrated guitar player,0,"[57676, 25406, 74797, 33630, 17418, 2851]"
feel oprah draw woman friendly dealt struggle openly weight abuse seems genuinely care issue concern life,1,"[57676, 72163, 1494, 4128, 5333, 11919, 27023, 14993, 30447, 4785, 11737, 5084, 36297, 2512, 4360, 4747, 2324]"
know feel lovely post xx xelliealicex,2,"[33134, 2733, 17104, 1772, 21578, 865, 616, 648, 32613, 327]"
feel anybody got angry awkward silence,3,"[57676, 21739, 2751, 19021, 29859, 21847]"
may feel sure wisdom come age help,1,"[18864, 2733, 2771, 24278, 2586, 4325, 1520]"
want please feel resentful get exhausted feel time painful warmed properly,3,"[53757, 4587, 2733, 47540, 1285, 636, 39019, 2733, 892, 26175, 82830, 10489]"
pretty much everything place feel terrific going affair,1,"[34055, 1790, 4395, 2035, 2733, 43660, 2133, 31017]"
feel mad connection body decided kick side,3,"[57676, 13088, 3717, 2547, 6773, 10536, 3185]"
feel convinced annoyance,1,"[57676, 22954, 91904]"
stopped feeling intimidated looking wod guess mean learning find right balance scale push harder,4,"[90963, 8430, 85161, 3411, 289, 347, 8101, 3152, 6975, 1505, 1314, 8335, 5569, 4585, 16127]"
left feeling hopeful given felt really good twinge release aaaaaaand,1,"[2414, 8430, 38650, 2728, 6612, 2216, 1695, 4483, 18177, 4984, 264, 29558, 64, 438]"
wont anymore wont allow stressed feeling rushed like race better one,3,"[86, 546, 14926, 40464, 2187, 32647, 8430, 33341, 1093, 7102, 2731, 832]"
read watching film argued make sense author feel offended change truth made film used attempt effect real life verdict,3,"[888, 10307, 4632, 18784, 1304, 5647, 3229, 2733, 54221, 2349, 8206, 1903, 4632, 1511, 4879, 2515, 1972, 2324, 36543]"
feel point ought add sincere apology taking long commit tag blog hand baton someone else run,1,"[57676, 1486, 22525, 923, 49424, 41258, 4737, 1317, 5379, 4877, 5117, 1450, 16120, 263, 4423, 775, 1629]"
know feel threatened job even long year get really tired ganging get,4,"[33134, 2733, 21699, 2683, 1524, 1317, 1060, 636, 2216, 19781, 342, 8764, 636]"
trying friend wouldnt feel rejected,0,"[85134, 4333, 1053, 406, 2733, 18010]"
slept woke feeling much better come foggy haze headache subsided shakiness gone,1,"[82, 273, 418, 39826, 8430, 1790, 2731, 2586, 31349, 4680, 90409, 47846, 5258, 4591, 559, 587, 1918, 8208]"
im also pretty close exiting window feel like make look freakishly neurotic,4,"[318, 1101, 5128, 3345, 45848, 3321, 2733, 1093, 1304, 1427, 30305, 65923, 18247, 29150]"
feeling think dumb rather,0,"[1897, 20659, 1781, 30355, 4856]"
staying alone biology building dark,4,"[267, 17718, 7636, 34458, 4857, 6453]"
told living wyatt make feel like bowie living iman gorgeous long limbed ebony creature striding lounging,1,"[83, 820, 5496, 16999, 1617, 1304, 2733, 1093, 15631, 648, 5496, 737, 276, 24415, 1317, 4671, 2788, 54196, 17661, 610, 6714, 84244, 287]"
ive come home holiday feel much mellow,1,"[535, 2586, 2162, 13560, 2733, 1790, 296, 5412]"
feel badly something make really happy,1,"[57676, 25587, 2555, 1304, 2216, 6380]"
even feel student passionate hardworking personal project,1,"[17206, 2733, 5575, 25429, 2653, 21837, 4443, 2447]"
suppose lot thing feel feeling well,1,"[13066, 2972, 2763, 3245, 2733, 8430, 1664]"
im feeling little disillusioned vision therapy lately,0,"[318, 8430, 2697, 98009, 291, 11376, 15419, 31445]"
feel gift card thought rude,3,"[57676, 8352, 3786, 3463, 47101]"
staying word memorizing scripture feel god showing ugly heart,0,"[267, 17718, 3492, 16420, 4954, 73888, 2733, 10087, 9204, 28360, 4851]"
love shopping site feel welcomed maybe phrase story image extra service,1,"[31153, 12185, 2816, 2733, 32069, 7344, 17571, 3446, 2217, 5066, 2532]"
feel pretty tortured work job often inspiration strike im work,3,"[57676, 5128, 57034, 990, 2683, 3629, 20343, 13471, 737, 990]"
feeling rather bitter rather defeated multitude subject let talk main one,3,"[1897, 20659, 4856, 26242, 4856, 24164, 49068, 3917, 1095, 3137, 1925, 832]"
pray every day little one feel safe loved protected chosen,1,"[91704, 1475, 1938, 2697, 832, 2733, 6220, 10456, 2682, 12146]"
know stronger anythings else life heal faster like right think already feel ok,1,"[33134, 16643, 904, 58174, 775, 2324, 27661, 10819, 1093, 1314, 1781, 2736, 2733, 5509]"
hurt went found someone worthwhile cast mind back time still make feel ashamed,0,"[71, 5757, 4024, 1766, 4423, 48776, 6445, 4059, 1203, 892, 2103, 1304, 2733, 51975]"
feel ungrateful,0,"[57676, 653, 911, 21508]"
consulted aunt doctor partially wanted counsel without copay mostly feeling doctor would skeptical,4,"[49512, 291, 51166, 10896, 26310, 4934, 16467, 2085, 6293, 352, 10213, 8430, 10896, 1053, 44929]"
feel honoured part fabulous team,1,"[57676, 90833, 961, 35631, 2128]"
feel nervous dont feel super confident trophy,4,"[57676, 23418, 15890, 2733, 2307, 16913, 38782]"
feel learn thing dont turn perfect,1,"[57676, 4048, 3245, 15890, 2543, 4832]"
go let tell feel unhappy,0,"[3427, 1095, 3371, 2733, 43251]"
im feeling kind lonely right even though talked jack sarah lot friend,0,"[318, 8430, 3169, 40666, 1314, 1524, 3582, 15243, 26128, 29147, 1494, 2763, 4333]"
im expecting good thing confession wedding planner feeling story bridezillas naughty groom likely feature think,2,"[318, 23132, 1695, 3245, 58473, 13306, 50811, 8430, 3446, 42447, 89, 34344, 54043, 40941, 4461, 4668, 1781]"
feel something divine happening,1,"[57676, 2555, 30467, 12765]"
feel thankful able figure way get around deal minor side effect dealt anything serious,1,"[57676, 43788, 3025, 7216, 1648, 636, 2212, 3568, 9099, 3185, 2515, 27023, 4205, 6129]"
conveniently uninformed specific situation left feeling helpless wanting ever get away,4,"[444, 48239, 398, 71113, 10365, 3230, 6671, 2163, 8430, 63628, 19762, 3596, 636, 3201]"
guess like porn star looking inch rubber dong feeling bit hesitant whole thing,4,"[52851, 1093, 3564, 6917, 3411, 17560, 23506, 73836, 8430, 2766, 71560, 4459, 3245]"
feel like tna missed trick keeping tag team crimson amazing red alive,0,"[57676, 1093, 259, 3458, 13942, 14397, 10494, 4877, 2128, 97119, 8056, 2579, 13989]"
worked really hard make blog place would like feel welcomed hopefully inspired,1,"[71214, 2216, 2653, 1304, 5117, 2035, 1053, 1093, 2733, 32069, 23127, 14948]"
admit feel skeptical making change wonder natural sweetener better body refined sugar sugar end,4,"[329, 1800, 2733, 44929, 3339, 2349, 5895, 5933, 10437, 804, 2731, 2547, 38291, 13465, 13465, 842]"
ill think thought much mess daily basis starting feel le like bit charming untidiness like episode hoarder,1,"[484, 1781, 3463, 1790, 9622, 7446, 8197, 6041, 2733, 514, 1093, 2766, 35509, 13365, 307, 1918, 1093, 9417, 11640, 569, 261]"
im personally happy grateful embracing moment feel patriotism abused,0,"[318, 16102, 6380, 26259, 56501, 4545, 2733, 90442, 36665]"
would practice holding hand using mine feeling joint feel caring love tight enough know never letting go,2,"[41450, 6725, 10168, 1450, 1701, 10705, 8430, 10496, 2733, 30598, 3021, 10508, 3403, 1440, 2646, 20806, 733]"
finally fell asleep feeling angry useless still full anxiety,3,"[40276, 11299, 33173, 8430, 19021, 29948, 2103, 2539, 18547]"
really feel valued,1,"[54760, 2733, 33647]"
expect rep make ache really especially often lift heavier rep say feel muscle aching already,0,"[17557, 2109, 1304, 78831, 2216, 5423, 3629, 12157, 44922, 2109, 2019, 2733, 16124, 264, 28075, 2736]"
would feel nostalgic young age,2,"[41450, 2733, 83374, 3995, 4325]"
know feel like youre dying youre working sweet refreshed feeling afterwards worth,2,"[33134, 2733, 1093, 71175, 23069, 71175, 3318, 10437, 66229, 8430, 27905, 5922]"
feel subaru stop innocent presented beginning begin turn depressed young man x also kick,1,"[57676, 1207, 31244, 3009, 25226, 10666, 7314, 3240, 2543, 42642, 3995, 893, 865, 1101, 10536]"
ive thinking maximize potential know make wee apartment spacious feeling glamorous flat,1,"[535, 7422, 35608, 4754, 1440, 1304, 75165, 13455, 33236, 8430, 77014, 10269]"
feel fearful vulnerable within relationship see others trustworthy turn trust,4,"[57676, 63757, 20134, 2949, 5133, 1518, 3885, 57042, 2543, 7095]"
thankful though thing bit overwhelming sent people life help feel neurotic,4,"[58517, 1285, 3582, 3245, 2766, 22798, 3288, 1274, 2324, 1520, 2733, 18247, 29150]"
wanted upgrade character creating engage battle similar setting transformation raising energy flashy color chaotic explosion feeling desperation adversary beaten etc,0,"[87692, 14234, 3752, 6968, 16988, 8209, 4528, 6376, 18475, 19054, 4907, 96567, 1933, 53087, 25176, 8430, 74424, 82499, 31394, 5099]"
feel important support extra money able go pub drink anywhere else wish,1,"[57676, 3062, 1862, 5066, 3300, 3025, 733, 6814, 7172, 12660, 775, 6562]"
feel determined nudge holy spirit end slumber self love,1,"[57676, 11075, 308, 20132, 27823, 9090, 842, 1776, 900, 659, 3021]"
